Numero da loja,Numero do produto,Mes da venda,Ano da venda,Quantidade vendida
43,10,2,2022,17
43,11,2,2022,36
43,12,2,2022,39
43,13,2,2022,25
43,14,2,2022,37
43,15,2,2022,10
43,16,2,2022,38
43,17,2,2022,15
43,18,2,2022,18
43,19,2,2022,28
43,20,2,2022,28
43,21,2,2022,5
43,22,2,2022,16
43,23,2,2022,32
43,24,2,2022,49
43,25,2,2022,41
43,26,2,2022,12
43,27,2,2022,2
43,28,2,2022,33
43,29,2,2022,46
43,30,2,2022,20
43,31,2,2022,29
43,32,2,2022,25
43,33,2,2022,17
43,34,2,2022,41
43,35,2,2022,36
43,36,2,2022,2
43,37,2,2022,31
43,38,2,2022,36
43,39,2,2022,49
43,40,2,2022,19
43,41,2,2022,3
43,42,2,2022,35
43,43,2,2022,36
43,44,2,2022,32
43,45,2,2022,20
43,46,2,2022,8
43,47,2,2022,46
43,48,2,2022,50
43,49,2,2022,24
43,50,2,2022,39
44,1,2,2022,4
44,2,2,2022,15
44,3,2,2022,50
44,4,2,2022,14
44,5,2,2022,33
44,6,2,2022,4
44,7,2,2022,33
44,8,2,2022,34
44,9,2,2022,26
44,10,2,2022,48
44,11,2,2022,29
44,12,2,2022,17
44,13,2,2022,43
44,14,2,2022,50
44,15,2,2022,26
44,16,2,2022,49
44,17,2,2022,46
44,18,2,2022,6
44,19,2,2022,31
44,20,2,2022,23
44,21,2,2022,8
44,22,2,2022,22
44,23,2,2022,44
44,24,2,2022,36
44,25,2,2022,35
44,26,2,2022,21
44,27,2,2022,15
44,28,2,2022,1
44,29,2,2022,31
44,30,2,2022,36
44,31,2,2022,21
44,32,2,2022,14
44,33,2,2022,28
44,34,2,2022,15
44,35,2,2022,35
44,36,2,2022,29
44,37,2,2022,21
44,38,2,2022,24
44,39,2,2022,37
44,40,2,2022,23
44,41,2,2022,4
44,42,2,2022,14
44,43,2,2022,36
44,44,2,2022,11
44,45,2,2022,32
44,46,2,2022,3
44,47,2,2022,36
44,48,2,2022,41
44,49,2,2022,17
44,50,2,2022,25
45,1,2,2022,9
45,2,2,2022,43
45,3,2,2022,12
45,4,2,2022,37
45,5,2,2022,43
45,6,2,2022,37
45,7,2,2022,44
45,8,2,2022,4
45,9,2,2022,42
45,10,2,2022,8
45,11,2,2022,34
45,12,2,2022,17
45,13,2,2022,10
45,14,2,2022,27
45,15,2,2022,14
45,16,2,2022,24
45,17,2,2022,27
45,18,2,2022,36
45,19,2,2022,25
45,20,2,2022,9
45,21,2,2022,19
45,22,2,2022,19
45,23,2,2022,12
45,24,2,2022,4
45,25,2,2022,22
45,26,2,2022,6
45,27,2,2022,26
45,28,2,2022,46
45,29,2,2022,50
45,30,2,2022,33
45,31,2,2022,3
45,32,2,2022,4
45,33,2,2022,40
45,34,2,2022,29
45,35,2,2022,1
45,36,2,2022,7
45,37,2,2022,6
45,38,2,2022,50
45,39,2,2022,22
45,40,2,2022,5
45,41,2,2022,0
45,42,2,2022,0
45,43,2,2022,37
45,44,2,2022,21
45,45,2,2022,40
45,46,2,2022,32
45,47,2,2022,45
45,48,2,2022,38
45,49,2,2022,21
45,50,2,2022,45
46,1,2,2022,7
46,2,2,2022,1
46,3,2,2022,50
46,4,2,2022,33
46,5,2,2022,19
46,6,2,2022,39
46,7,2,2022,11
46,8,2,2022,10
46,9,2,2022,10
46,10,2,2022,15
46,11,2,2022,42
46,12,2,2022,13
46,13,2,2022,33
46,14,2,2022,8
46,15,2,2022,27
46,16,2,2022,5
46,17,2,2022,0
46,18,2,2022,49
46,19,2,2022,45
46,20,2,2022,49
46,21,2,2022,24
46,22,2,2022,44
46,23,2,2022,49
46,24,2,2022,7
46,25,2,2022,40
46,26,2,2022,30
46,27,2,2022,20
46,28,2,2022,11
46,29,2,2022,43
46,30,2,2022,44
46,31,2,2022,31
46,32,2,2022,45
46,33,2,2022,35
46,34,2,2022,18
46,35,2,2022,11
46,36,2,2022,35
46,37,2,2022,25
46,38,2,2022,30
46,39,2,2022,47
46,40,2,2022,39
46,41,2,2022,40
46,42,2,2022,13
46,43,2,2022,37
46,44,2,2022,15
46,45,2,2022,10
46,46,2,2022,11
46,47,2,2022,49
46,48,2,2022,5
46,49,2,2022,37
46,50,2,2022,41
47,1,2,2022,20
47,2,2,2022,48
47,3,2,2022,40
47,4,2,2022,36
47,5,2,2022,11
47,6,2,2022,50
47,7,2,2022,19
47,8,2,2022,18
47,9,2,2022,16
47,10,2,2022,1
47,11,2,2022,45
47,12,2,2022,18
47,13,2,2022,36
47,14,2,2022,1
47,15,2,2022,4
47,16,2,2022,15
47,17,2,2022,23
47,18,2,2022,1
47,19,2,2022,4
47,20,2,2022,2
47,21,2,2022,8
47,22,2,2022,8
47,23,2,2022,20
47,24,2,2022,39
47,25,2,2022,3
47,26,2,2022,27
47,27,2,2022,13
47,28,2,2022,22
47,29,2,2022,3
47,30,2,2022,27
47,31,2,2022,2
47,32,2,2022,45
47,33,2,2022,42
47,34,2,2022,9
47,35,2,2022,35
47,36,2,2022,7
47,37,2,2022,50
47,38,2,2022,10
47,39,2,2022,20
47,40,2,2022,28
47,41,2,2022,47
47,42,2,2022,11
47,43,2,2022,44
47,44,2,2022,38
47,45,2,2022,11
47,46,2,2022,42
47,47,2,2022,1
47,48,2,2022,16
47,49,2,2022,47
47,50,2,2022,25
48,1,2,2022,18
48,2,2,2022,27
48,3,2,2022,43
48,4,2,2022,37
48,5,2,2022,30
48,6,2,2022,20
48,7,2,2022,34
48,8,2,2022,11
48,9,2,2022,3
48,10,2,2022,15
48,11,2,2022,19
48,12,2,2022,41
48,13,2,2022,47
48,14,2,2022,34
48,15,2,2022,36
48,16,2,2022,2
48,17,2,2022,30
48,18,2,2022,38
48,19,2,2022,32
48,20,2,2022,13
48,21,2,2022,37
48,22,2,2022,29
48,23,2,2022,11
48,24,2,2022,13
48,25,2,2022,13
48,26,2,2022,50
48,27,2,2022,48
48,28,2,2022,10
48,29,2,2022,26
48,30,2,2022,35
48,31,2,2022,2
48,32,2,2022,7
48,33,2,2022,4
48,34,2,2022,44
48,35,2,2022,41
48,36,2,2022,30
48,37,2,2022,42
48,38,2,2022,26
48,39,2,2022,18
48,40,2,2022,10
48,41,2,2022,28
48,42,2,2022,7
48,43,2,2022,37
48,44,2,2022,32
48,45,2,2022,49
48,46,2,2022,13
48,47,2,2022,9
48,48,2,2022,3
48,49,2,2022,12
48,50,2,2022,16
49,1,2,2022,44
49,2,2,2022,13
49,3,2,2022,31
49,4,2,2022,7
49,5,2,2022,46
49,6,2,2022,19
49,7,2,2022,12
49,8,2,2022,44
49,9,2,2022,20
49,10,2,2022,35
49,11,2,2022,0
49,12,2,2022,28
49,13,2,2022,47
49,14,2,2022,12
49,15,2,2022,33
49,16,2,2022,41
49,17,2,2022,19
49,18,2,2022,20
49,19,2,2022,20
49,20,2,2022,13
49,21,2,2022,5
49,22,2,2022,9
49,23,2,2022,20
49,24,2,2022,13
49,25,2,2022,46
49,26,2,2022,23
49,27,2,2022,45
49,28,2,2022,0
49,29,2,2022,44
49,30,2,2022,22
49,31,2,2022,32
49,32,2,2022,22
49,33,2,2022,21
49,34,2,2022,29
49,35,2,2022,49
49,36,2,2022,12
49,37,2,2022,37
49,38,2,2022,41
49,39,2,2022,6
49,40,2,2022,1
49,41,2,2022,50
49,42,2,2022,16
49,43,2,2022,34
49,44,2,2022,40
49,45,2,2022,8
49,46,2,2022,27
49,47,2,2022,11
49,48,2,2022,20
49,49,2,2022,11
49,50,2,2022,46
50,1,2,2022,8
50,2,2,2022,3
50,3,2,2022,19
50,4,2,2022,39
50,5,2,2022,46
50,6,2,2022,20
50,7,2,2022,48
50,8,2,2022,20
50,9,2,2022,33
50,10,2,2022,46
50,11,2,2022,7
50,12,2,2022,46
50,13,2,2022,26
50,14,2,2022,14
50,15,2,2022,16
50,16,2,2022,8
50,17,2,2022,4
50,18,2,2022,24
50,19,2,2022,44
50,20,2,2022,24
50,21,2,2022,49
50,22,2,2022,21
50,23,2,2022,17
50,24,2,2022,16
50,25,2,2022,3
50,26,2,2022,43
50,27,2,2022,46
50,28,2,2022,7
50,29,2,2022,7
50,30,2,2022,31
50,31,2,2022,20
50,32,2,2022,27
50,33,2,2022,32
50,34,2,2022,12
50,35,2,2022,5
50,36,2,2022,23
50,37,2,2022,24
50,38,2,2022,30
50,39,2,2022,34
50,40,2,2022,32
50,41,2,2022,35
50,42,2,2022,17
50,43,2,2022,3
50,44,2,2022,7
50,45,2,2022,22
50,46,2,2022,24
50,47,2,2022,20
50,48,2,2022,23
50,49,2,2022,17
50,50,2,2022,12
1,1,3,2022,42
1,2,3,2022,30
1,3,3,2022,16
1,4,3,2022,28
1,5,3,2022,2
1,6,3,2022,19
1,7,3,2022,34
1,8,3,2022,25
1,9,3,2022,28
1,10,3,2022,28
1,11,3,2022,34
1,12,3,2022,3
1,13,3,2022,11
1,14,3,2022,43
1,15,3,2022,49
1,16,3,2022,12
1,17,3,2022,9
1,18,3,2022,45
1,19,3,2022,39
1,20,3,2022,32
1,21,3,2022,33
1,22,3,2022,17
1,23,3,2022,32
1,24,3,2022,28
1,25,3,2022,35
1,26,3,2022,21
1,27,3,2022,38
1,28,3,2022,18
1,29,3,2022,29
1,30,3,2022,36
1,31,3,2022,49
1,32,3,2022,46
1,33,3,2022,46
1,34,3,2022,18
1,35,3,2022,1
1,36,3,2022,40
1,37,3,2022,39
1,38,3,2022,45
1,39,3,2022,18
1,40,3,2022,15
1,41,3,2022,26
1,42,3,2022,11
1,43,3,2022,14
1,44,3,2022,13
1,45,3,2022,5
1,46,3,2022,10
1,47,3,2022,17
1,48,3,2022,19
1,49,3,2022,5
1,50,3,2022,11
2,1,3,2022,22
2,2,3,2022,45
2,3,3,2022,7
2,4,3,2022,50
2,5,3,2022,37
2,6,3,2022,15
2,7,3,2022,4
2,8,3,2022,3
2,9,3,2022,13
2,10,3,2022,28
2,11,3,2022,28
2,12,3,2022,16
2,13,3,2022,24
2,14,3,2022,44
2,15,3,2022,6
2,16,3,2022,26
2,17,3,2022,4
2,18,3,2022,9
2,19,3,2022,12
2,20,3,2022,49
2,21,3,2022,21
2,22,3,2022,48
2,23,3,2022,48
2,24,3,2022,48
2,25,3,2022,2
2,26,3,2022,33
2,27,3,2022,46
2,28,3,2022,30
2,29,3,2022,2
2,30,3,2022,13
2,31,3,2022,26
2,32,3,2022,43
2,33,3,2022,44
2,34,3,2022,36
2,35,3,2022,50
2,36,3,2022,43
2,37,3,2022,41
2,38,3,2022,8
2,39,3,2022,23
2,40,3,2022,29
2,41,3,2022,0
2,42,3,2022,25
2,43,3,2022,28
2,44,3,2022,1
2,45,3,2022,16
2,46,3,2022,17
2,47,3,2022,13
2,48,3,2022,0
2,49,3,2022,35
2,50,3,2022,16
3,1,3,2022,15
3,2,3,2022,36
3,3,3,2022,20
3,4,3,2022,1
3,5,3,2022,16
3,6,3,2022,6
3,7,3,2022,30
3,8,3,2022,0
3,9,3,2022,22
3,10,3,2022,39
3,11,3,2022,22
3,12,3,2022,40
3,13,3,2022,2
3,14,3,2022,37
3,15,3,2022,24
3,16,3,2022,9
3,17,3,2022,9
3,18,3,2022,5
3,19,3,2022,48
3,20,3,2022,14
3,21,3,2022,17
3,22,3,2022,50
3,23,3,2022,28
3,24,3,2022,43
3,25,3,2022,39
3,26,3,2022,14
3,27,3,2022,4
3,28,3,2022,28
3,29,3,2022,11
3,30,3,2022,21
3,31,3,2022,8
3,32,3,2022,35
3,33,3,2022,17
3,34,3,2022,37
3,35,3,2022,42
3,36,3,2022,27
3,37,3,2022,48
3,38,3,2022,14
3,39,3,2022,15
3,40,3,2022,22
3,41,3,2022,22
3,42,3,2022,7
3,43,3,2022,40
3,44,3,2022,48
3,45,3,2022,18
3,46,3,2022,12
3,47,3,2022,36
3,48,3,2022,41
3,49,3,2022,49
3,50,3,2022,34
4,1,3,2022,44
4,2,3,2022,13
4,3,3,2022,9
4,4,3,2022,38
4,5,3,2022,14
4,6,3,2022,3
4,7,3,2022,14
4,8,3,2022,37
4,9,3,2022,26
4,10,3,2022,41
4,11,3,2022,32
4,12,3,2022,27
4,13,3,2022,19
4,14,3,2022,23
4,15,3,2022,25
4,16,3,2022,25
4,17,3,2022,40
4,18,3,2022,31
4,19,3,2022,1
4,20,3,2022,7
4,21,3,2022,19
4,22,3,2022,7
4,23,3,2022,17
4,24,3,2022,20
4,25,3,2022,2
4,26,3,2022,15
4,27,3,2022,25
4,28,3,2022,46
4,29,3,2022,2
4,30,3,2022,3
4,31,3,2022,30
4,32,3,2022,43
4,33,3,2022,10
4,34,3,2022,50
4,35,3,2022,49
4,36,3,2022,12
4,37,3,2022,22
4,38,3,2022,24
4,39,3,2022,29
4,40,3,2022,10
4,41,3,2022,43
4,42,3,2022,27
4,43,3,2022,30
4,44,3,2022,16
4,45,3,2022,50
4,46,3,2022,2
4,47,3,2022,23
4,48,3,2022,1
4,49,3,2022,23
4,50,3,2022,23
5,1,3,2022,13
5,2,3,2022,42
5,3,3,2022,33
5,4,3,2022,23
5,5,3,2022,42
5,6,3,2022,17
5,7,3,2022,37
5,8,3,2022,7
5,9,3,2022,39
5,10,3,2022,10
5,11,3,2022,30
5,12,3,2022,22
5,13,3,2022,22
5,14,3,2022,1
5,15,3,2022,20
5,16,3,2022,2
5,17,3,2022,27
5,18,3,2022,45
5,19,3,2022,29
5,20,3,2022,28
5,21,3,2022,17
5,22,3,2022,50
5,23,3,2022,41
5,24,3,2022,1
5,25,3,2022,25
5,26,3,2022,19
5,27,3,2022,17
5,28,3,2022,44
5,29,3,2022,41
5,30,3,2022,26
5,31,3,2022,12
5,32,3,2022,45
5,33,3,2022,20
5,34,3,2022,23
5,35,3,2022,29
5,36,3,2022,1
5,37,3,2022,16
5,38,3,2022,21
5,39,3,2022,25
5,40,3,2022,27
5,41,3,2022,3
5,42,3,2022,31
5,43,3,2022,20
5,44,3,2022,25
5,45,3,2022,21
5,46,3,2022,37
5,47,3,2022,48
5,48,3,2022,14
5,49,3,2022,42
5,50,3,2022,48
6,1,3,2022,11
6,2,3,2022,9
6,3,3,2022,17
6,4,3,2022,2
6,5,3,2022,45
6,6,3,2022,34
6,7,3,2022,17
6,8,3,2022,16
6,9,3,2022,43
6,10,3,2022,9
6,11,3,2022,14
6,12,3,2022,19
6,13,3,2022,23
6,14,3,2022,40
6,15,3,2022,6
6,16,3,2022,41
6,17,3,2022,30
6,18,3,2022,42
6,19,3,2022,16
6,20,3,2022,49
6,21,3,2022,22
6,22,3,2022,50
6,23,3,2022,27
6,24,3,2022,26
6,25,3,2022,43
6,26,3,2022,29
6,27,3,2022,41
6,28,3,2022,6
6,29,3,2022,37
6,30,3,2022,15
6,31,3,2022,20
6,32,3,2022,4
6,33,3,2022,32
6,34,3,2022,29
6,35,3,2022,9
6,36,3,2022,5
6,37,3,2022,0
6,38,3,2022,11
6,39,3,2022,44
6,40,3,2022,36
6,41,3,2022,12
6,42,3,2022,50
6,43,3,2022,9
6,44,3,2022,23
6,45,3,2022,41
6,46,3,2022,7
6,47,3,2022,31
6,48,3,2022,18
6,49,3,2022,11
6,50,3,2022,30
7,1,3,2022,22
7,2,3,2022,26
7,3,3,2022,28
7,4,3,2022,27
7,5,3,2022,9
7,6,3,2022,4
7,7,3,2022,27
7,8,3,2022,12
7,9,3,2022,20
7,10,3,2022,30
7,11,3,2022,7
7,12,3,2022,1
7,13,3,2022,19
7,14,3,2022,28
7,15,3,2022,48
7,16,3,2022,15
7,17,3,2022,35
7,18,3,2022,22
7,19,3,2022,7
7,20,3,2022,15
7,21,3,2022,47
7,22,3,2022,29
7,23,3,2022,14
7,24,3,2022,50
7,25,3,2022,44
7,26,3,2022,26
7,27,3,2022,19
7,28,3,2022,38
7,29,3,2022,16
7,30,3,2022,17
7,31,3,2022,10
7,32,3,2022,45
7,33,3,2022,38
7,34,3,2022,32
7,35,3,2022,13
7,36,3,2022,32
7,37,3,2022,32
7,38,3,2022,1
7,39,3,2022,14
7,40,3,2022,9
7,41,3,2022,18
7,42,3,2022,12
7,43,3,2022,37
7,44,3,2022,13
7,45,3,2022,21
7,46,3,2022,22
7,47,3,2022,24
7,48,3,2022,2
7,49,3,2022,17
7,50,3,2022,23
8,1,3,2022,32
8,2,3,2022,28
8,3,3,2022,45
8,4,3,2022,35
8,5,3,2022,48
8,6,3,2022,0
8,7,3,2022,0
8,8,3,2022,24
8,9,3,2022,43
8,10,3,2022,47
8,11,3,2022,6
8,12,3,2022,6
8,13,3,2022,6
8,14,3,2022,39
8,15,3,2022,29
8,16,3,2022,17
8,17,3,2022,5
8,18,3,2022,3
8,19,3,2022,17
8,20,3,2022,24
8,21,3,2022,15
8,22,3,2022,34
8,23,3,2022,14
8,24,3,2022,32
8,25,3,2022,26
8,26,3,2022,4
8,27,3,2022,3
8,28,3,2022,7
8,29,3,2022,38
8,30,3,2022,3
8,31,3,2022,23
8,32,3,2022,27
8,33,3,2022,27
8,34,3,2022,39
8,35,3,2022,25
8,36,3,2022,49
8,37,3,2022,27
8,38,3,2022,1
8,39,3,2022,29
8,40,3,2022,17
8,41,3,2022,38
8,42,3,2022,40
8,43,3,2022,10
8,44,3,2022,31
8,45,3,2022,14
8,46,3,2022,7
8,47,3,2022,49
8,48,3,2022,1
8,49,3,2022,1
8,50,3,2022,12
9,1,3,2022,41
9,2,3,2022,23
9,3,3,2022,14
9,4,3,2022,0
9,5,3,2022,1
9,6,3,2022,48
9,7,3,2022,31
9,8,3,2022,0
9,9,3,2022,8
9,10,3,2022,47
9,11,3,2022,42
9,12,3,2022,11
9,13,3,2022,23
9,14,3,2022,1
9,15,3,2022,48
9,16,3,2022,18
9,17,3,2022,16
9,18,3,2022,24
9,19,3,2022,17
9,20,3,2022,21
9,21,3,2022,43
9,22,3,2022,11
9,23,3,2022,8
9,24,3,2022,30
9,25,3,2022,16
9,26,3,2022,42
9,27,3,2022,4
9,28,3,2022,0
9,29,3,2022,13
9,30,3,2022,14
9,31,3,2022,22
9,32,3,2022,46
9,33,3,2022,17
9,34,3,2022,37
9,35,3,2022,41
9,36,3,2022,27
9,37,3,2022,23
9,38,3,2022,7
9,39,3,2022,35
9,40,3,2022,48
9,41,3,2022,3
9,42,3,2022,43
9,43,3,2022,47
9,44,3,2022,1
9,45,3,2022,11
9,46,3,2022,38
9,47,3,2022,45
9,48,3,2022,31
9,49,3,2022,8
9,50,3,2022,27
10,1,3,2022,32
10,2,3,2022,30
10,3,3,2022,42
10,4,3,2022,27
10,5,3,2022,30
10,6,3,2022,36
10,7,3,2022,20
10,8,3,2022,37
10,9,3,2022,10
10,10,3,2022,21
10,11,3,2022,29
10,12,3,2022,17
10,13,3,2022,32
10,14,3,2022,2
10,15,3,2022,29
10,16,3,2022,1
10,17,3,2022,11
10,18,3,2022,31
10,19,3,2022,12
10,20,3,2022,46
10,21,3,2022,19
10,22,3,2022,0
10,23,3,2022,2
10,24,3,2022,19
10,25,3,2022,50
10,26,3,2022,28
10,27,3,2022,3
10,28,3,2022,45
10,29,3,2022,8
10,30,3,2022,31
10,31,3,2022,18
10,32,3,2022,43
10,33,3,2022,9
10,34,3,2022,13
10,35,3,2022,1
10,36,3,2022,34
10,37,3,2022,26
10,38,3,2022,3
10,39,3,2022,21
10,40,3,2022,30
10,41,3,2022,6
10,42,3,2022,18
10,43,3,2022,21
10,44,3,2022,30
10,45,3,2022,46
10,46,3,2022,37
10,47,3,2022,28
10,48,3,2022,5
10,49,3,2022,4
10,50,3,2022,22
11,1,3,2022,37
11,2,3,2022,6
11,3,3,2022,16
11,4,3,2022,37
11,5,3,2022,9
11,6,3,2022,11
11,7,3,2022,28
11,8,3,2022,15
11,9,3,2022,28
11,10,3,2022,10
11,11,3,2022,20
11,12,3,2022,18
11,13,3,2022,28
11,14,3,2022,45
11,15,3,2022,34
11,16,3,2022,24
11,17,3,2022,20
11,18,3,2022,26
11,19,3,2022,16
11,20,3,2022,16
11,21,3,2022,29
11,22,3,2022,44
11,23,3,2022,9
11,24,3,2022,44
11,25,3,2022,20
11,26,3,2022,15
11,27,3,2022,8
11,28,3,2022,40
11,29,3,2022,40
11,30,3,2022,11
11,31,3,2022,46
11,32,3,2022,11
11,33,3,2022,4
11,34,3,2022,7
11,35,3,2022,28
11,36,3,2022,17
11,37,3,2022,16
11,38,3,2022,50
11,39,3,2022,8
11,40,3,2022,15
11,41,3,2022,23
11,42,3,2022,48
11,43,3,2022,26
11,44,3,2022,7
11,45,3,2022,23
11,46,3,2022,15
11,47,3,2022,24
11,48,3,2022,42
11,49,3,2022,38
11,50,3,2022,47
12,1,3,2022,17
12,2,3,2022,39
12,3,3,2022,16
12,4,3,2022,2
12,5,3,2022,37
12,6,3,2022,45
12,7,3,2022,15
12,8,3,2022,21
12,9,3,2022,45
12,10,3,2022,43
12,11,3,2022,24
12,12,3,2022,48
12,13,3,2022,3
12,14,3,2022,34
12,15,3,2022,16
12,16,3,2022,26
12,17,3,2022,15
12,18,3,2022,27
12,19,3,2022,1
12,20,3,2022,40
12,21,3,2022,37
12,22,3,2022,48
12,23,3,2022,4
12,24,3,2022,40
12,25,3,2022,47
12,26,3,2022,28
12,27,3,2022,22
12,28,3,2022,5
12,29,3,2022,25
12,30,3,2022,8
12,31,3,2022,14
12,32,3,2022,10
12,33,3,2022,3
12,34,3,2022,20
12,35,3,2022,24
12,36,3,2022,29
12,37,3,2022,45
12,38,3,2022,41
12,39,3,2022,35
12,40,3,2022,15
12,41,3,2022,7
12,42,3,2022,4
12,43,3,2022,27
12,44,3,2022,0
12,45,3,2022,23
12,46,3,2022,40
12,47,3,2022,47
12,48,3,2022,24
12,49,3,2022,30
12,50,3,2022,42
13,1,3,2022,34
13,2,3,2022,25
13,3,3,2022,2
13,4,3,2022,14
13,5,3,2022,33
13,6,3,2022,35
13,7,3,2022,11
13,8,3,2022,20
13,9,3,2022,33
13,10,3,2022,17
13,11,3,2022,36
13,12,3,2022,23
13,13,3,2022,48
13,14,3,2022,4
13,15,3,2022,39
13,16,3,2022,45
13,17,3,2022,30
13,18,3,2022,46
13,19,3,2022,22
13,20,3,2022,19
13,21,3,2022,42
13,22,3,2022,23
13,23,3,2022,26
13,24,3,2022,6
13,25,3,2022,4
13,26,3,2022,4
13,27,3,2022,12
13,28,3,2022,34
13,29,3,2022,29
13,30,3,2022,35
13,31,3,2022,21
13,32,3,2022,6
13,33,3,2022,38
13,34,3,2022,28
13,35,3,2022,18
13,36,3,2022,48
13,37,3,2022,17
13,38,3,2022,21
13,39,3,2022,0
13,40,3,2022,39
13,41,3,2022,26
13,42,3,2022,31
13,43,3,2022,31
13,44,3,2022,18
13,45,3,2022,28
13,46,3,2022,47
13,47,3,2022,7
13,48,3,2022,25
13,49,3,2022,47
13,50,3,2022,34
14,1,3,2022,38
14,2,3,2022,35
14,3,3,2022,19
14,4,3,2022,15
14,5,3,2022,22
14,6,3,2022,20
14,7,3,2022,49
14,8,3,2022,0
14,9,3,2022,44
14,10,3,2022,39
14,11,3,2022,30
14,12,3,2022,23
14,13,3,2022,42
14,14,3,2022,49
14,15,3,2022,24
14,16,3,2022,46
14,17,3,2022,41
14,18,3,2022,34
14,19,3,2022,19
14,20,3,2022,30
14,21,3,2022,27
14,22,3,2022,19
14,23,3,2022,9
14,24,3,2022,6
14,25,3,2022,24
14,26,3,2022,47
14,27,3,2022,1
14,28,3,2022,46
14,29,3,2022,10
14,30,3,2022,17
14,31,3,2022,29
14,32,3,2022,26
14,33,3,2022,38
14,34,3,2022,16
14,35,3,2022,22
14,36,3,2022,43
14,37,3,2022,48
14,38,3,2022,39
14,39,3,2022,19
14,40,3,2022,8
14,41,3,2022,41
14,42,3,2022,17
14,43,3,2022,19
14,44,3,2022,0
14,45,3,2022,42
14,46,3,2022,50
14,47,3,2022,15
14,48,3,2022,35
14,49,3,2022,23
14,50,3,2022,50
15,1,3,2022,40
15,2,3,2022,41
15,3,3,2022,49
15,4,3,2022,41
15,5,3,2022,26
15,6,3,2022,27
15,7,3,2022,10
15,8,3,2022,41
15,9,3,2022,17
15,10,3,2022,11
15,11,3,2022,33
15,12,3,2022,37
15,13,3,2022,37
15,14,3,2022,49
15,15,3,2022,15
15,16,3,2022,50
15,17,3,2022,20
15,18,3,2022,10
15,19,3,2022,50
15,20,3,2022,48
15,21,3,2022,12
15,22,3,2022,29
15,23,3,2022,40
15,24,3,2022,38
15,25,3,2022,27
15,26,3,2022,16
15,27,3,2022,23
15,28,3,2022,45
15,29,3,2022,16
15,30,3,2022,20
15,31,3,2022,30
15,32,3,2022,33
15,33,3,2022,48
15,34,3,2022,13
15,35,3,2022,41
15,36,3,2022,2
